review_id,year,trip_type,aspect,sentiment,score,evidence,rating
516976732,2017,friends,environment,negative,0.2,utterly filthy with rotten flowers and stench everywhere,3
516976732,2017,friends,ritual_experience,negative,0.3,avoid all the rituals and drama,3
516976732,2017,friends,sacred_atmosphere,neutral,0.5,temple is supposed to be very powerful,3
681479564,2019,friends,sacred_atmosphere,negative,0.3,quite sad moments,5
151133015,2013,family,spiritual_authenticity,positive,0.85,found the whole thing absolutely facinating,5
151133015,2013,family,facility,negative,0.4,not negotiating a fee in advance,5
151133015,2013,family,environment,negative,0.3,the river is filthy,5
151133015,2013,family,cultural_sensitivity,neutral,0.5,respect their beliefs in the River and God(s),5
287998090,2015,family,environment,negative,0.3,beware the monkeys! :they are not nice and will steal things,5
287998090,2015,family,cultural_sensitivity,negative,0.4,fake religios people,5
287998090,2015,family,ritual_experience,positive,0.8,truly amazing to experience this place,5
287998090,2015,family,sacred_atmosphere,positive,0.7,truly amazing to experience this place,5
512614508,2017,friends,crowd_management,negative,0.3,its crowdy,5
512614508,2017,friends,spiritual_authenticity,positive,0.7,I am happy to see the way they celebrate,5
629840625,2018,friends,sacred_atmosphere,positive,0.8,most revered SHIV temple,4
481270959,2017,solo,crowd_management,negative,0.3,packed with pilgrims and difficult to enter,3
481270959,2017,solo,sacred_atmosphere,positive,0.7,Very beautiful though,3
168848347,2013,solo,access_fairness,negative,0.3,you pay too much to see the temple,3
168848347,2013,solo,cultural_sensitivity,neutral,0.5,it is allow for hindus only,3
597804547,2018,solo,ritual_experience,positive,0.8,Highly recommend going for aarti at 6:30pm,5
597804547,2018,solo,cultural_sensitivity,neutral,0.5,Non Hindus can't go in the main temple but there is much to see besides that,5
597804547,2018,solo,sacred_atmosphere,positive,0.7,bodies prepared for cremation was very moving and important,5
488932800,2017,friends,spiritual_authenticity,positive,0.8,What a window to an amazing culture,5
284126652,2015,friends,sacred_atmosphere,positive,0.8,The complex is huge and clean unlike other religious places,3
284126652,2015,friends,cultural_sensitivity,neutral,0.5,photography is prohibited beyond the entry gate of main temple,3
122799783,2012,solo,sacred_atmosphere,positive,0.7,Good for a days' excursion,5
329193694,2015,solo,environment,negative,0.3,terribly polluted,5
329193694,2015,solo,cultural_sensitivity,neutral,0.5,open to the Hindu only,5
329193694,2015,solo,sacred_atmosphere,positive,0.8,kaleidoscope of activity - a must see,5
329193694,2015,solo,spiritual_authenticity,positive,0.7,close the Nepali people are to the rhythms and cycles of life,5
120943746,2011,unknown,sacred_atmosphere,positive,0.8,"liked the architecture, the religious fervour, the aura of lord shiva",4
120943746,2011,unknown,environment,negative,0.3,Did not like the fact that it is not kept clean,4
671106238,2019,friends,access_fairness,negative,0.3,pay 1000 roupies to enter,3
671106238,2019,friends,sacred_atmosphere,negative,0.2,the place there isn't something special to see,3
132139865,2012,family,facility,positive,0.7,being managed very well,5
132139865,2012,family,cultural_sensitivity,negative,0.4,local pandits are bit of trouble,5
132139865,2012,family,sacred_atmosphere,positive,0.8,unique feature of the place,5
132139865,2012,family,spiritual_authenticity,positive,0.9,witness all types of Hindu saints,5
357393559,2016,friends,access_fairness,negative,0.3,"Rs.1,000 fee to enter the grounds is quite steep",3
357393559,2016,friends,cultural_sensitivity,negative,0.4,feels a bit voyeuristic,3
357393559,2016,friends,sacred_atmosphere,negative,0.3,didn't really enjoy my visit,3
357393559,2016,friends,crowd_management,negative,0.3,tourist predators,3
479877998,2017,unknown,ritual_experience,positive,0.8,A great experience to see Hindu practices,5
479877998,2017,unknown,sacred_atmosphere,positive,0.85,The temple itself was beautiful and very unique,5
608761582,2018,friends,sacred_atmosphere,positive,0.8,a place of quiet contemplation,5
608761582,2018,friends,cultural_sensitivity,neutral,0.5,sounds quite macabre and a bit voyeuristic but it was actually very touching,5
608761582,2018,friends,access_fairness,positive,0.7,costs 1000 NPR to enter the site and it s worth going,5
611429432,2018,solo,cultural_sensitivity,neutral,0.5,Only Hindus allowed inside the temple,4
611429432,2018,solo,sacred_atmosphere,positive,0.7,considered holy,4
128482829,2012,friends,access_fairness,negative,0.3,impressed by the 1000rs entrance fee... expecting at least a whimsical sign of care,2
128482829,2012,friends,environment,negative,0.2,"trash everywhere, dead or dying trees, temples in various states of disrepair",2
128482829,2012,friends,facility,negative,0.3,nearly complete lack of food or drink,2
128482829,2012,friends,sacred_atmosphere,negative,0.4,"views of what was once a river (now a trickle, lined with garbage and animals)",2
357190120,2016,couples,spiritual_authenticity,positive,0.7,deep spiritual connection,2
357190120,2016,couples,facility,negative,0.3,guides are very pushy,2
357190120,2016,couples,service,negative,0.2,demand a lot of money and make you feel very uncomfortable,2
357190120,2016,couples,cultural_sensitivity,negative,0.3,force you to pose with temple men and charge,2
200302453,2014,family,environment,negative,0.3,it is pretty dirty,3
200302453,2014,family,sacred_atmosphere,positive,0.7,very interesting to see,3
147766443,2012,family,ritual_experience,positive,0.8,insight into the death Hindu rituals,5
147766443,2012,family,spiritual_authenticity,positive,0.7,mini-version of what you can see on the banks of the Ganges,5
147766443,2012,family,sacred_atmosphere,positive,0.7,everything is up close and easily viewed,5
147766443,2012,family,facility,neutral,0.5,some explanations would be good,5
144973209,2012,family,service,positive,0.9,"our excllent guide, Mr Kumoda",5
144973209,2012,family,environment,negative,0.3,The Bagmati river is just filthy with trash,5
144973209,2012,family,access_fairness,neutral,0.5,"Not being Hindu, we could not enter the shrine",5
144973209,2012,family,sacred_atmosphere,positive,0.7,the visit was impressive,5
483366470,2017,friends,cultural_sensitivity,positive,0.7,only Hindus are allowed in the temple itself,5
483366470,2017,friends,sacred_atmosphere,positive,0.8,"sacred river, next to which there were open air cremations",5
483366470,2017,friends,ritual_experience,positive,0.9,families bringing their loved ones to the river to wash their feet,5
597813266,2018,family,sacred_atmosphere,positive,0.8,A very peaceful place,5
597813266,2018,family,environment,neutral,0.5,monkeys jumping all over and around them,5
597813266,2018,family,ritual_experience,positive,0.7,be a part of the aarti,5
624331167,2018,couples,ritual_experience,positive,0.8,respectful viewing area to watch cremation ceremonies,5
624331167,2018,couples,sacred_atmosphere,positive,0.7,rows of stupas that are quite pretty,5
624331167,2018,couples,facility,positive,0.6,you may wish to get a guide,5
122312183,2011,solo,sacred_atmosphere,positive,0.85,All the sights are fantastic,5
122312183,2011,solo,access_fairness,positive,0.7,Affordable entry,5
122312183,2011,solo,facility,positive,0.7,Well kept,5
122312183,2011,solo,access_fairness,positive,0.6,at 500 NPR it is worth the money,5
522648376,2017,unknown,sacred_atmosphere,positive,0.8,experience this holy temple,5
522648376,2017,unknown,spiritual_authenticity,positive,0.85,I loved it,5
744568277,2020,unknown,cultural_sensitivity,neutral,0.5,can't enter the actual temple if you're not Hindu,5
744568277,2020,unknown,sacred_atmosphere,positive,0.7,beautiful old structure,5
744568277,2020,unknown,spiritual_authenticity,positive,0.6,see some of the beauty inside,5
440313161,2016,friends,spiritual_authenticity,positive,0.7,famous place to know about the Hindu culture,5
514099534,2017,couples,sacred_atmosphere,positive,0.9,amazing lord shiv temple,4
514099534,2017,couples,crowd_management,negative,0.3,weekends crowd will be very high,4
514099534,2017,couples,ritual_experience,positive,0.8,evening grand prayers done traditional way,4
128968851,2012,couples,ritual_experience,positive,0.9,this was an incredible experience,5
665157681,2019,family,spiritual_authenticity,positive,0.9,very holy,3
665157681,2019,family,facility,positive,0.8,well maintained,3
658148752,2019,solo,access_fairness,negative,0.3,very expensive entry ticket of 1000 rupees,3
658148752,2019,solo,cultural_sensitivity,negative,0.4,main temple is not allowed for non Hindus,3
658148752,2019,solo,sacred_atmosphere,positive,0.7,"enjoy the stroll, atmosphere and views from the other side of the river",3
359748635,2016,solo,access_fairness,negative,0.3,certainly not 1000Npr worth,2
359748635,2016,solo,cultural_sensitivity,neutral,0.5,nobody minded in the slightest,2
359748635,2016,solo,ritual_experience,positive,0.7,"it was fascinating, very",2
202057049,2014,friends,crowd_management,positive,0.7,managed well now,4
202057049,2014,friends,ritual_experience,positive,0.8,take the darshan from four doors easily,4
574380413,2018,friends,ritual_experience,positive,0.7,really interesting hindu temple,4
481563719,2017,friends,ritual_experience,positive,0.7,Poojas conducted well,5
481563719,2017,friends,sacred_atmosphere,positive,0.6,Had a nice dharshan,5
481563719,2017,friends,crowd_management,negative,0.3,Crowded,5
590416418,2018,family,ritual_experience,positive,0.8,The Arti in the evenings is a delight to watch,5
364782156,2016,solo,access_fairness,negative,0.3,"Entrance fee is 1000 NPR, that's nonsense",5
364782156,2016,solo,cultural_sensitivity,negative,0.4,non-Hindus cannot enter,5
632712568,2018,solo,cultural_sensitivity,positive,0.8,it is the temple only for Hindu but for all beings,5
452541799,2017,family,spiritual_authenticity,positive,0.9,It is a very spiritual place,5
452541799,2017,family,cultural_sensitivity,neutral,0.5,Non Hindus can't access some of the areas,5
452541799,2017,family,sacred_atmosphere,positive,0.85,It is an experience I will never forget,5
237110567,2014,friends,sacred_atmosphere,positive,0.7,nice place to see the crazyness of the ancient culture,4
237110567,2014,friends,environment,neutral,0.5,lots of monkeys. Be aware!!,4
382181964,2016,couples,cultural_sensitivity,neutral,0.5,when not hindu you cannot visit the temple,4
382181964,2016,couples,sacred_atmosphere,positive,0.7,walk around and enjoy the holymen,4
382181964,2016,couples,spiritual_authenticity,positive,0.6,reflection of Hindu and Nepal culture,4
143167597,2012,friends,access_fairness,negative,0.3,Temple was off limits unless you are Hindu,3
143167597,2012,friends,environment,negative,0.4,"monkeys were interesting, but scary",3
143167597,2012,friends,sacred_atmosphere,negative,0.3,couldn't even see but a small portion of the actual temple,3
710378963,2019,unknown,access_fairness,neutral,0.5,Only Hindus are allowed in here,3
710378963,2019,unknown,facility,negative,0.3,guides who will approach them and start describing the place as if the service is within the ticket money & then demand for a higher fee,3
710378963,2019,unknown,sacred_atmosphere,positive,0.7,It is a worthy visit to make,3
383835447,2016,unknown,cultural_sensitivity,neutral,0.5,Non Hindus are not allowed,5
383835447,2016,unknown,spiritual_authenticity,positive,0.8,seek blessings of Lord Shiva at this place,5
383835447,2016,unknown,sacred_atmosphere,positive,0.7,A great temple and place of worship,5
475280258,2017,unknown,spiritual_authenticity,positive,0.9,place to transform your life physically and spiritually,5
475280258,2017,unknown,sacred_atmosphere,positive,0.85,Pashupati nath bless you all,5
161048975,2013,friends,access_fairness,negative,0.3,I could not see the temple inside,3
161048975,2013,friends,general_sentiment,positive,0.6,it was an interesting experience,3
532492479,2017,friends,spiritual_authenticity,positive,0.85,fabulous insight into this most religious of Hindu sights,5
371540025,2016,friends,spiritual_authenticity,positive,0.7,holy temple in our Hindu community,5
667355901,2019,friends,access_fairness,neutral,0.5,fee 1000 rp,5
667355901,2019,friends,facility,positive,0.7,local guide,5
667355901,2019,friends,ritual_experience,positive,0.8,unique experience from local culture,5
667355901,2019,friends,sacred_atmosphere,positive,0.9,This place is must see,5
145701512,2012,solo,ritual_experience,positive,0.7,mesmerizing to watch a funeral,5
145701512,2012,solo,environment,negative,0.3,dirty sorry excuse of a river,5
145701512,2012,solo,crowd_management,negative,0.4,monkeys freaked me out,5
145701512,2012,solo,cultural_sensitivity,negative,0.3,fake holy men wanting you to take pictures for money,5
525927136,2017,couples,ritual_experience,positive,0.8,fascinating to see rituals,5
525927136,2017,couples,sacred_atmosphere,positive,0.85,amazing what you witness,5
525927136,2017,couples,facility,negative,0.3,cough up 2000NPR per person just for the guide,5
525927136,2017,couples,cultural_sensitivity,negative,0.4,1000NPR entry fee for foreigners,5
598242622,2018,couples,facility,positive,0.8,temple premises are clean,5
598242622,2018,couples,ritual_experience,positive,0.9,pooja conducted by 3-4 pandits was very religious,5
598242622,2018,couples,crowd_management,positive,0.85,no short cuts or line breaking by the pilgrims,5
598242622,2018,couples,sacred_atmosphere,positive,0.9,Our experience was very divine,5
396536160,2016,business,facility,positive,0.7,it is clean,4
396536160,2016,business,cultural_sensitivity,neutral,0.5,inner sanctum is only for Hindus,4
396536160,2016,business,sacred_atmosphere,positive,0.6,really old architecture structures,4
152185933,2013,family,crowd_management,negative,0.3,always heavy rush,5
152185933,2013,family,spiritual_authenticity,positive,0.8,blessed are the ones who get opportunity to visit,5
614278093,2018,solo,facility,negative,0.3,staff were not interested in selling them,3
614278093,2018,solo,service,negative,0.4,no ATM or electronic transfer facility,3
614278093,2018,solo,ritual_experience,neutral,0.5,no pooja in the evenings other than aarathi at the river,3
614278093,2018,solo,environment,positive,0.7,temple is cleaner this time than last year,3
146978670,2012,couples,ritual_experience,positive,0.8,Was very interesting to see their method of performing the Last rites,4
146978670,2012,couples,cultural_sensitivity,negative,0.3,temple authorities were biased towards foreigners,4
240782559,2014,friends,ritual_experience,negative,0.3,"Family of the deceased were crying, deceased was being cremated",1
240782559,2014,friends,cultural_sensitivity,negative,0.2,tourist stood by the side for photos,1
381599652,2016,friends,sacred_atmosphere,neutral,0.5,Very un beautiful temple,5
381599652,2016,friends,spiritual_authenticity,positive,0.7,reflection of Nepal culture,5
381599652,2016,friends,facility,negative,0.3,Avoid the en guides,5
381599652,2016,friends,crowd_management,negative,0.4,it will be crowded,5
523803751,2017,couples,ritual_experience,positive,0.8,one of the most important parts of our visit,5
523803751,2017,couples,spiritual_authenticity,positive,0.85,beautiful to see another culture's handling of this inevitable part of life,5
523803751,2017,couples,cultural_sensitivity,negative,0.4,felt intrusive to witness what we saw here,5
205841809,2014,solo,access_fairness,negative,0.3,Pay 1000 rupees each was to expensive,1
205841809,2014,solo,facility,negative,0.3,that man who follow us was a guide (he didn't ask or introduce himself),1
205841809,2014,solo,cultural_sensitivity,neutral,0.5,places that cannot take pictures,1
205841809,2014,solo,service,negative,0.3,asking 2000 rupees just to 'guide' us,1
666971763,2019,couples,access_fairness,negative,0.3,only open to Hindu,4
548638048,2017,family,sacred_atmosphere,positive,0.9,spiritual environment creates positive vibes,5
548638048,2017,family,ritual_experience,positive,0.85,watching Ganga Arati,5
435155243,2016,couples,ritual_experience,positive,0.7,Very interesting to learn of cremation philosophy and ritual,5
435155243,2016,couples,access_fairness,positive,0.8,Was happy to hear that the entrance fee went to social assistance,5
158999018,2013,business,sacred_atmosphere,positive,0.9,enjoy the calmness and can avoid the crowd,4
158999018,2013,business,spiritual_authenticity,positive,0.85,sense of spirituality and religious divine of the temple,4
980341817,2024,solo,access_fairness,negative,0.3,tried to get me to pay 1800 rupees for a ticket instead of the actual fee of 1000 rupees,4
980341817,2024,solo,sacred_atmosphere,positive,0.7,site itself is impressive and atmospheric,4
980341817,2024,solo,facility,negative,0.4,people in the ticket office tried to get me to pay 1800 rupees,4
720380505,2019,unknown,ritual_experience,positive,0.8,cremations are carried out with care and love,5
720380505,2019,unknown,spiritual_authenticity,positive,0.85,celebration of life makes this a must see place,5
180489944,2013,business,spiritual_authenticity,negative,0.3,Made me doubt their authenticity,2
180489944,2013,business,sacred_atmosphere,negative,0.4,Trying to turn a temple into Disneyland,2
180489944,2013,business,environment,negative,0.3,not very impressive,2
653278151,2019,solo,cultural_sensitivity,neutral,0.5,only Hindus can enter the main temple,4
653278151,2019,solo,environment,positive,0.7,it's an enlightening place,4
653278151,2019,solo,ritual_experience,neutral,0.5,The cremation of people is sobering,4
653278151,2019,solo,facility,positive,0.8,he was knowledgeable and nice,4
539636510,2017,family,sacred_atmosphere,positive,0.9,divine peace and serenity everywhere,5
539636510,2017,family,spiritual_authenticity,positive,0.85,idol of lord Shiva. I was eye struck to see the beauty of Idol,5
539636510,2017,family,environment,positive,0.9,architectural masterpiece,5
478429005,2017,couples,sacred_atmosphere,positive,0.9,This amazing heritage is a Hindu marvel,5
478429005,2017,couples,environment,positive,0.7,Bagmati is cleaner than it was,5
478429005,2017,couples,cultural_sensitivity,neutral,0.5,entry is restricted,5
478429005,2017,couples,ritual_experience,positive,0.8,evening aarati...is a delight,5
147676456,2012,couples,ritual_experience,positive,0.8,observe the cremations and ceremonies,5
147676456,2012,couples,spiritual_authenticity,positive,0.85,immerse yourself Hindu Culture,5
837292667,2022,unknown,ritual_experience,positive,0.8,darshan mesmerizes one,5
837292667,2022,unknown,facility,positive,0.7,easily accessible,5
837292667,2022,unknown,environment,positive,0.7,it was very clean,5
170794900,2013,family,ritual_experience,positive,0.8,pujas that are conducted here are full of rituals,4
170794900,2013,family,sacred_atmosphere,neutral,0.5,it is said sins are absolved after a visit,4
170794900,2013,family,cultural_sensitivity,neutral,0.5,only hindus are allowed into the premises,4
170794900,2013,family,environment,negative,0.3,it has not much scenic beauty,4
189089116,2013,family,spiritual_authenticity,positive,0.9,No where one can have a peace like this place,5
189089116,2013,family,sacred_atmosphere,positive,0.85,it's a must to go place,5
486926142,2017,couples,environment,negative,0.3,hardly anything is done to keep it neat and clean,3
486926142,2017,couples,cultural_sensitivity,neutral,0.5,we were suppose to remover our shoes,3
486926142,2017,couples,sacred_atmosphere,positive,0.6,it's a must see,3
627924182,2018,solo,sacred_atmosphere,positive,0.8,unique experience,4
240939607,2014,family,sacred_atmosphere,positive,0.8,Grand temple with spacious premises,4
240939607,2014,family,environment,positive,0.7,enough to explore around,4
667594306,2019,solo,cultural_sensitivity,neutral,0.5,"If you are not Hindu or a Buddhist, you can't go in",5
667594306,2019,solo,spiritual_authenticity,positive,0.7,feel how important the place is,5
197363187,2014,friends,facility,positive,0.7,"food and info. booths, amusement rides",5
197363187,2014,friends,cultural_sensitivity,negative,0.3,Foreigners not allowed in the temple itself,5
197363187,2014,friends,crowd_management,negative,0.4,immense throngs waiting on line from 3 AM,5
197363187,2014,friends,ritual_experience,positive,0.8,"river with cremations, ash-smeared naked saddhus",5
456877311,2017,solo,access_fairness,negative,0.2,Non-Hindus are not permitted in most parts,2
456877311,2017,solo,cultural_sensitivity,negative,0.3,even western-Hindus are not permitted,2
456877311,2017,solo,facility,negative,0.3,"without clear signage, expect to walk beyond the boundaries",2
456877311,2017,solo,environment,negative,0.2,tailed by several beggars,2
751984101,2020,unknown,facility,positive,0.7,guide services to be worth the rupees spent,4
751984101,2020,unknown,cultural_sensitivity,neutral,0.5,"Western tourists, we were definitely in the minority",4
751984101,2020,unknown,ritual_experience,positive,0.8,we found it fascinating as it is completely different,4
751984101,2020,unknown,access_fairness,neutral,0.5,purchase an admission ticket,4
590563012,2018,family,ritual_experience,negative,0.3,A sad but surprise place watching how Hindu's are cremating,5
590563012,2018,family,sacred_atmosphere,positive,0.7,the scenery are great,5
590563012,2018,family,service,positive,0.9,excellent Tourist Guide Ammar Raj Guni,5
590563012,2018,family,spiritual_authenticity,positive,0.8,explain us alot about Hinduism,5
490824982,2017,unknown,sacred_atmosphere,positive,0.8,historically very interesting temple,5
490824982,2017,unknown,spiritual_authenticity,positive,0.8,enjoy the ancientness of the place,5
436266607,2016,solo,cultural_sensitivity,neutral,0.5,closed to non Hindus,4
436266607,2016,solo,facility,neutral,0.5,Fee to enter this complex is Rp 1000,4
436266607,2016,solo,environment,negative,0.3,a million monkeys along the river bank,4
436266607,2016,solo,sacred_atmosphere,positive,0.7,a lot of action there with all of the cremations,4
550882597,2018,family,cultural_sensitivity,positive,0.7,gave me depth in understanding their unique culture,5
550882597,2018,family,access_fairness,neutral,0.5,Visitors need to pay 1000 rupees to enter,5
121758473,2011,friends,cultural_sensitivity,neutral,0.5,Hindus only have entry into the main Shiva temple,5
121758473,2011,friends,sacred_atmosphere,positive,0.8,Very moving to see the preparations for the cremations,5
121758473,2011,friends,environment,positive,0.7,"Many small temples, lots of photo opportunities",5
121758473,2011,friends,crowd_management,neutral,0.5,Sometimes very crowded with Hindus on pilgrimage,5
123115812,2012,friends,cultural_sensitivity,neutral,0.5,do not allow us to enter,5
123115812,2012,friends,ritual_experience,positive,0.7,nice to explore Hindu culture,5
123115812,2012,friends,sacred_atmosphere,negative,0.3,scarred to see the death people and to see directly they burning them,5
461210687,2017,solo,sacred_atmosphere,positive,0.8,Temple was safe due to Lord Shiva power,4
154240143,2013,couples,sacred_atmosphere,neutral,0.5,watched the preparation for a cremation and then the full ceremony,4
194111900,2014,solo,sacred_atmosphere,positive,0.8,The Temple complex itself is quite beautiful,4
194111900,2014,solo,cultural_sensitivity,neutral,0.5,non-Hindus cannot enter the main temple,4
194111900,2014,solo,ritual_experience,positive,0.7,interesting cultural experience,4
194111900,2014,solo,facility,positive,0.6,recommend taking a guide,4
450051904,2017,friends,access_fairness,negative,0.3,restricted to Hindus only,4
450051904,2017,friends,environment,negative,0.3,could be better maintained and kept cleaner,4
864921235,2022,solo,sacred_atmosphere,positive,0.85,Beautiful temple and must visit,5
864921235,2022,solo,crowd_management,negative,0.4,starts getting crowded,5
549923002,2017,family,sacred_atmosphere,positive,0.8,you can see why when you get there,4
212559401,2014,solo,sacred_atmosphere,positive,0.8,Lovely place with different Activities of Hindu,5
444103239,2016,friends,sacred_atmosphere,positive,0.9,sense of peace and tranquility,5
444103239,2016,friends,spiritual_authenticity,positive,0.85,Mother Teresa used to served,5
329125438,2015,solo,spiritual_authenticity,positive,0.9,Truly blessed after darshan of Lord Shiva,5
329125438,2015,solo,sacred_atmosphere,positive,0.85,Pashupatinath temple is must visit for hindu divotees,5
637243651,2018,unknown,sacred_atmosphere,positive,0.8,The architecture is splendid,4
637243651,2018,unknown,environment,negative,0.3,earthquake has caused widespread damage,4
637243651,2018,unknown,spiritual_authenticity,neutral,0.5,narrow and muddy river Bagmati flows next to the temple complex,4
471389206,2017,couples,spiritual_authenticity,positive,0.8,great culture of Hindu people,5
471389206,2017,couples,sacred_atmosphere,positive,0.7,so religious place,5
736193375,2020,couples,sacred_atmosphere,positive,0.9,one of the best temples that I have seen in my life,5
736193375,2020,couples,spiritual_authenticity,positive,0.85,awe inspiring 30ft by 12 ft,5
736193375,2020,couples,cultural_sensitivity,positive,0.8,Photography is strictly strictly prohibited,5
736193375,2020,couples,crowd_management,neutral,0.5,pushing and hand holding done by the Nepal police,5
534044039,2017,unknown,cultural_sensitivity,neutral,0.5,watching or taking photos was considered fine,5
534044039,2017,unknown,spiritual_authenticity,positive,0.7,pondered the meaning of life and death,5
534044039,2017,unknown,sacred_atmosphere,positive,0.8,"truly crazy and unique, in a good way",5
260283787,2015,friends,sacred_atmosphere,positive,0.8,nicely made temple with good space,5
260283787,2015,friends,facility,positive,0.8,neat and clean,5
333822899,2015,solo,sacred_atmosphere,positive,0.8,one magnetic aura I felt,5
333822899,2015,solo,crowd_management,negative,0.3,I felt a bit crowded,5
570876771,2018,couples,sacred_atmosphere,negative,0.3,shame people choose to try to make money this way at a holy site,2
570876771,2018,couples,cultural_sensitivity,neutral,0.5,only allowed inside if you are a Hindu,2
570876771,2018,couples,facility,negative,0.4,pestering us for money,2
570876771,2018,couples,environment,neutral,0.5,Lots of monkeys around,2
482006179,2017,solo,sacred_atmosphere,positive,0.8,A very good temple with great nepali architecture,5
482006179,2017,solo,spiritual_authenticity,positive,0.9,A must visit place and people who wish to complete their 12jyothirlinga yatra / char dham yatra should visit it,5
245929289,2014,couples,service,negative,0.3,guides there are not very attentive,4
245929289,2014,couples,spiritual_authenticity,positive,0.8,place definitely has lot of good energy and power,4
245929289,2014,couples,crowd_management,positive,0.7,entry and exit was well managed,4
127050134,2012,friends,access_fairness,negative,0.3,entrance fee was expensive,3
127050134,2012,friends,service,negative,0.4,man at the entrance would guide you innocently and ask for a USD20 tip,3
127050134,2012,friends,cultural_sensitivity,negative,0.3,sadhus constantly smoke weed and pose for tourist shots and demand 'picture rupees',3
127050134,2012,friends,spiritual_authenticity,positive,0.7,A truly eye opening experience,3
148066851,2012,couples,environment,negative,0.3,"grounds are littered with trash, burning waste",4
148066851,2012,couples,ritual_experience,neutral,0.5,witness cremations happening right in front of you,4
148066851,2012,couples,facility,positive,0.7,hired one of the numerous guides to tell us about the temple,4
148066851,2012,couples,cultural_sensitivity,positive,0.8,"out of respect, we took very few photos",4
603698922,2018,business,sacred_atmosphere,positive,0.8,A grand temple dedicated to the Almighty Shiva,3
603698922,2018,business,facility,negative,0.3,The upkeep of the temple needs attention,3
147174873,2012,family,facility,negative,0.3,avoid the guides,4
147174873,2012,family,cultural_sensitivity,neutral,0.5,be discrete with your camera,4
147174873,2012,family,sacred_atmosphere,positive,0.8,"sense the atmosphere, its very powerful",4
444394334,2016,solo,sacred_atmosphere,positive,0.8,A must see attraction,4
253936166,2015,business,sacred_atmosphere,positive,0.8,A place where u can really enlighten your soul,5
253936166,2015,business,environment,negative,0.3,one thing I dislike lots of beggars around and poverty,5
238705580,2014,couples,access_fairness,negative,0.3,pay for the restoration of this temple complex as least I should be able to take a look,3
238705580,2014,couples,cultural_sensitivity,negative,0.4,only Hindus could enter the temples,3
238705580,2014,couples,facility,negative,0.4,language problem at the gate,3
238705580,2014,couples,sacred_atmosphere,positive,0.6,nice place to wander about inside and outside the gates,3
565372104,2018,solo,crowd_management,negative,0.3,very crowded,5
565372104,2018,solo,environment,negative,0.3,not to clean,5
565372104,2018,solo,facility,negative,0.4,Not very organised,5
390356990,2016,solo,spiritual_authenticity,positive,0.9,immense religious and spiritual value,5
390356990,2016,solo,facility,positive,0.7,lot of improvements have been done,5
160382234,2013,couples,access_fairness,negative,0.3,enormous entrance fee,3
160382234,2013,couples,facility,negative,0.4,dodgy tour guides,3
160382234,2013,couples,environment,positive,0.7,nice park,3
472035573,2017,unknown,sacred_atmosphere,positive,0.8,setting your mind at peace,4
472035573,2017,unknown,spiritual_authenticity,positive,0.7,different from the typical ones,4
479411476,2017,couples,sacred_atmosphere,positive,0.9,The atmosphere is very serene,5
479411476,2017,couples,spiritual_authenticity,positive,0.85,unique presence of Lord Shiva,5
479411476,2017,couples,environment,positive,0.8,closest to Himalya makes this Shivling very special,5
995288121,2025,friends,spiritual_authenticity,positive,0.9,Hindu culture is amazing,4
995288121,2025,friends,sacred_atmosphere,positive,0.85,The place was amazing,4
120830175,2011,couples,spiritual_authenticity,positive,0.9,found this place very moving and spiritual,5
236310036,2014,unknown,sacred_atmosphere,positive,0.8,great hindu architecture,4
236310036,2014,unknown,ritual_experience,positive,0.7,a cremation ceremony,4
236310036,2014,unknown,access_fairness,negative,0.3,"The entrance fee is $10, expensive compared to other sites",4
495914649,2017,friends,access_fairness,negative,0.3,charge the tourist a high entrance fee in a rather aggressive way,4
495914649,2017,friends,sacred_atmosphere,positive,0.8,a very beautiful temple area uphill,4
476648370,2017,solo,sacred_atmosphere,positive,0.7,better to go in the morning and evening,5
570920264,2018,family,environment,negative,0.3,pollution you the wear the mask due to dust,4
570920264,2018,family,sacred_atmosphere,positive,0.7,overall experience was very nice I want to go again,4
201482646,2014,friends,cultural_sensitivity,neutral,0.5,for non-Hindus that is,4
201482646,2014,friends,environment,negative,0.3,the smoke will find you at some point,4
201482646,2014,friends,facility,neutral,0.5,clarify a price before they lead you anywhere,4
201482646,2014,friends,sacred_atmosphere,positive,0.7,"walked around the market, very colorful",4
701450219,2019,unknown,sacred_atmosphere,positive,0.9,one of the most impressive temple I ve visite before,5
180528224,2013,friends,sacred_atmosphere,positive,0.8,"a peaceful place, yet one full of life, mystery",5
180528224,2013,friends,cultural_sensitivity,neutral,0.5,non Hindus cannot go into the temple at the centre of the complex,5
180528224,2013,friends,spiritual_authenticity,positive,0.9,evidence of a rich culture,5
645961492,2019,friends,ritual_experience,positive,0.9,Arti at might was awesonme,5
645961492,2019,friends,spiritual_authenticity,positive,0.85,Best place for make you feel relief,5
645961492,2019,friends,sacred_atmosphere,positive,0.8,Epic place,5
497810748,2017,couples,access_fairness,negative,0.3,Entrance fee is NP1000 per person,5
497810748,2017,couples,facility,negative,0.4,fake tourist guide,5
497810748,2017,couples,ritual_experience,positive,0.7,high chances to see the ritual from the beginning to the end,5
497810748,2017,couples,cultural_sensitivity,negative,0.3,Sadhus ask for unreasonable token,5
545761621,2017,friends,ritual_experience,positive,0.7,a truly unique experience,5
545761621,2017,friends,cultural_sensitivity,neutral,0.5,temple is only for Hindus,5
