review_id,year,source_node,target_node,relation,description
444364684,2016,cremation ceremonies,hindu temple,contrast,"cremation ceremonies are accessible, temple is not"
444364684,2016,Fake Sadhus,self appointed guides,co_occurrence,both contribute to non-solemn experience
125574672,2012,cremation services,interesting cultural visits,contrast,cremation services are interesting but not liked by most
125574672,2012,cremation services,fantastic,description,cremation services described as fantastic
674703531,2019,too many people,weekend,causal,crowd due to weekend
674703531,2019,too many people,prayer,co_occurrence,crowd and prayer happening together
232775917,2014,corrugated iron,buildings,description,corrugated iron around buildings
232775917,2014,cremation site,smoke,causal,cremation site creates smoke
232775917,2014,river,cremation site,contrast,river rubbish contrasts with cremation site
429916640,2016,shiv linga,goddess statue,co_occurrence,Both are religious artifacts present in the temple
429916640,2016,evening aarati,awesome,causal,The evening aarati caused the feeling of awe
435377629,2016,guide,religious significance,causal,guide helps explain religious significance
435377629,2016,litter,pushy people selling trinkets,co_occurrence,litter and pushy sellers both problems
262961247,2015,ticket office,tour,causal,ticket office insisted on tour
262961247,2015,Ghats,intrusive tourists,co_occurrence,tourists are intrusive at the Ghats
262961247,2015,intrusive tourists,burn loved ones,contrast,intrusive tourists during solemn ritual
435065800,2016,Geriatric Home,earthquake,causal,Geriatric Home suffered damage due to earthquake
435065800,2016,earthquake,old people,causal,earthquake creates problem for old people
121188997,2011,burning bodies,Bagmati river,co_occurrence,burning bodies occur on the river banks
121188997,2011,trash,Bagmati river,co_occurrence,trash is dumped in the river
121188997,2011,Hindu mythological character,main temple,co_occurrence,characters found in the temple complex
121188997,2011,cross-culture shock,burning bodies,causal,shock caused by witnessing burning bodies
492377065,2017,priests or baba,blessed,causal,priests bless people
492377065,2017,religious place,believes in god,description,place for believers
274464274,2015,Shiva temple,moorthy,description,Shiva temple has a moorthy
274464274,2015,moorthy,multiple faces,description,moorthy has multiple faces
274464274,2015,four doors,Darshan,causal,four doors allow Darshan
266018759,2015,crematorium,shocking,description,crematorium described as shocking yet culturally important
365528066,2016,disposal site for human bodies,interesting and educational,contrast,disposal site is both challenging and educational
365528066,2016,Nepalis,disposal site for human bodies,description,Nepalis' method of body disposal
122954925,2012,holiest Hindu shrines,marvel,description,describes the temple as a marvel
122954925,2012,long queue,darshan of Lord Pashupatinath,causal,queue affects the darshan experience
122954925,2012,open air crematorium,slippery in some places,contrast,contrast between curiosity and safety issue
632472758,2018,main temple,foreigners are not allowed,description,Access restriction for foreigners
632472758,2018,take off your shoes,foreigners are not allowed,contrast,Contradictory cultural rule about shoes
632472758,2018,burning bodies of the deceased,"dirty river, bank, stairs",co_occurrence,Ritual observed in a dirty environment
632472758,2018,aggressive monkeys,cow poop,co_occurrence,Both contribute to negative experience
976560403,2024,cremation ceremonies,water,co_occurrence,cremation ceremonies occur by the water
976560403,2024,cremation ceremonies,local board of tourism friend,description,friend explained the cremation process
976560403,2024,cremation ceremonies,different experience,causal,cremation ceremonies led to a different experience
352905470,2016,guide's accent,dead body incinerated,contrast,contrast between guide's accent and ritual experience
352905470,2016,terrace overlooking the river,dead body incinerated,co_occurrence,viewing ritual from terrace
352905470,2016,foreign tourist entry fee,non-Hindus entry restriction,co_occurrence,entry rules for foreigners and non-Hindus
263606950,2015,open cremation,river,co_occurrence,cremation occurs by the river
263606950,2015,sadhu,open cremation,co_occurrence,sadhus present near cremation site
739628573,2020,crematorium,Bagmati River,co_occurrence,crematorium located on the banks of the river
739628573,2020,concrete platforms,Bagmati River,description,platforms for cremation along the river
739628573,2020,mourners,marigolds,co_occurrence,mourners and vendors selling marigolds present together
739628573,2020,Sadhus,mourners,co_occurrence,Sadhus present among mourners
178936907,2013,cremation ceremony,body preparation,description,part of the cremation process
178936907,2013,body preparation,Bagmati River,co_occurrence,part of the ritual involves the river
178936907,2013,"cows, dogs, and monkeys","stinky, dirty place",description,animals contribute to the dirty environment
225254995,2014,monkeys,begging holey men,co_occurrence,Both are annoyances
225254995,2014,cremation ceremonies,sense of intrusion,causal,Cremation ceremonies felt intrusive
636388352,2018,aarti,sanctorum,co_occurrence,aarti takes place in the sanctorum
636388352,2018,sanctorum,oil lights,description,sanctorum is lit by oil lights
636388352,2018,darshan,aarti,co_occurrence,darshan and aarti occur together
401358475,2016,Sumit,passionate about this place,description,Sumit's passion for the place
401358475,2016,Sumit,authentic cafe,causal,Sumit took the reviewer to an authentic cafe
401358475,2016,Sumit,Buddhanath,causal,Sumit drove the reviewer to Buddhanath
551331868,2018,special puja,Hindu priest,co_occurrence,priests perform the puja
551331868,2018,Hindu priest,fire lamps,co_occurrence,priests use fire lamps
551331868,2018,electric oven,sense of mortality,contrast,modern facility contrasts with spiritual reflection
551331868,2018,big ground with trees and temples,place to meditate,description,scenic spot described as a place for meditation
551331868,2018,non-Hindu entry ban,special puja,contrast,entry restriction contrasts with ritual openness
788827401,2021,inner part,good english speaking jong man,contrast,entry restricted despite assistance
788827401,2021,babas,good english speaking jong man,contrast,babas seen as beggars despite assistance
788827401,2021,beautiful view,cremations,co_occurrence,view includes cremations
788827401,2021,beautiful view,peace,causal,view and meditation lead to peace
259940748,2015,vicinity,cleanliness,co_occurrence,vicinity and cleanliness mentioned together
259940748,2015,pathways,crowd management systems,co_occurrence,pathways and crowd management mentioned together
665148185,2019,Bagmati River,UNESCO World Heritage Sites,co_occurrence,temple is located on the banks of the river and is a heritage site
665148185,2019,temple authorities,devotees,causal,authorities manage the crowd of devotees
532654330,2017,old complex,cannot access the temple,contrast,old complex but restricted access
532654330,2017,guides,take photos outside,co_occurrence,guides and photo opportunities mentioned together
682986268,2019,bodies being cremated,river,co_occurrence,Cremation occurs on the river
682986268,2019,guide,confusion with your guide,contrast,Guide is beneficial but can cause confusion
129839121,2012,dead person being burned,everyday life,description,cremation ceremony is part of everyday life
129839121,2012,walk around the place,hindu and buddhist culture,co_occurrence,walking around involves learning about culture
286615665,2015,river beside the temple,cremation ghats,co_occurrence,river and ghats are mentioned together
286615665,2015,amusing and disturbing,open mind,contrast,dual emotions contrasted with open-mindedness
121297064,2011,washing and burning corpses,river,co_occurrence,corpses are washed and burned in the river
121297064,2011,relatives wash their feet,river,co_occurrence,relatives wash their feet in the river
121297064,2011,old park on hill,monkeys,description,park has lots of monkeys
121297064,2011,Boudnath,cleaner/well-organized,contrast,Boudnath is cleaner and well-organized compared to the temple
335720673,2015,Bagmati river,cremations,co_occurrence,Cremations take place on the banks of the Bagmati river
335720673,2015,sadhus,sense of spirituality,causal,Presence of sadhus adds to the sense of spirituality
335720673,2015,architecture of the main temple,blissful and tranquil experience,causal,Architecture contributes to the blissful experience
335720673,2015,non-Hindu entry ban,blissful and tranquil experience,contrast,Non-Hindu entry ban contrasts with the blissful experience
138626062,2012,non-hindus are not allowed,main temple area,description,Access restriction to main temple area
138626062,2012,fascinating place,truly Nepalese experience,co_occurrence,Both describe the overall experience
1044194746,2025,Hindu rite of cremation,religious life of the Nepalese people,description,cremation is a significant moment in religious life
1044194746,2025,young people taking selfies,sacredness of the place,causal,selfies and videos reduce sacredness
120144171,2011,local customs,Guide,causal,Guide helps understand local customs
120144171,2011,introduction,local customs,description,introduction to local customs
340545503,2016,Bagmati River,open crematory,co_occurrence,Both are mentioned as part of the temple's setting
221351121,2014,guides,crematoria ghats,description,guides talk through the crematoria ghats
221351121,2014,guides,fascinating,contrast,guides demanding money vs. fascinating area
137593209,2012,evening aarti,Bagmati river,co_occurrence,evening aarti takes place beside the Bagmati river
673432099,2019,beautiful statue,golden roof,co_occurrence,Both are described as magical
673432099,2019,energy of Shiva,magical,causal,Energy of Shiva contributes to magical feeling
460353257,2017,world heritage site,fascinating place,description,world heritage site described as fascinating
460353257,2017,guide,world heritage site,causal,guide necessary to understand the site
491328287,2017,Bagmati River,crematoria,co_occurrence,Both are located near each other
491328287,2017,hospice care,crematoria,co_occurrence,Both are significant parts of the site
491328287,2017,guide,Pradip Lama,description,Pradip Lama is described as a guide
369527272,2016,religious pilgrimage,learning ancient culture,co_occurrence,Both are part of the mixture described
369527272,2016,learning ancient culture,positive psychology,causal,Learning culture contributes to positive psychology
369527272,2016,positive psychology,future endeavour,causal,Positive psychology aids future endeavour
486124701,2017,ghat,cremation ceremony,co_occurrence,ghat is where cremation ceremony occurs
486124701,2017,temple complex,lingas,description,temple complex contains lingas
486124701,2017,stone walking paths,general cleanliness,contrast,dirty paths contrast with need for cleanliness
369702765,2016,guide,bodies are burned,description,guide explained the ritual
369702765,2016,bodies are burned,disposed into the river,causal,bodies are burned and then disposed into the river
168272646,2013,Bagmati,open cremation,co_occurrence,cremation happens near the river
168272646,2013,Shiva lingam,Mirror window,co_occurrence,both are interesting features
168272646,2013,Sadhus,high fee for the foreigners,causal,payment required for photos with Sadhus
158169583,2013,drum beats,attic of the entrance,co_occurrence,drum beats are heard from the attic
397761244,2016,Rudraksha,Shiva Linga,description,Rudraksha offerings related to Shiva Linga
397761244,2016,River Bagmati,Shiva Linga,co_occurrence,River Bagmati near Shiva Linga
397761244,2016,Abhisekham,Shiva Linga,description,Abhisekham performed on Shiva Linga
731300125,2019,monks,death,description,monks' pictures relate to dealing with death
731300125,2019,guide,unwritten rules,causal,guide helps avoid violating unwritten rules
731300125,2019,suffering under the loss,unique experience,contrast,suffering contrasts with unique experience
606452044,2018,funeral rights,pyres,co_occurrence,funeral rights involve pyres
606452044,2018,funeral rights,families,co_occurrence,families participate in funeral rights
606452044,2018,funeral rights,prayers,co_occurrence,prayers are part of funeral rights
495328282,2017,Bagmati,ancient temple,co_occurrence,Temple located on the banks of Bagmati
495328282,2017,ancient temple,Nepali style architecture,description,Temple has Nepali style architecture
495328282,2017,ancient temple,small shrines,description,Temple campus includes many small shrines
495328282,2017,ancient temple,uplifts your spirits,causal,Temple visit uplifts spirits
291498804,2015,bodies burning by the riverside,kids swimming and diving,contrast,contrast between sacred ritual and problematic behavior
291498804,2015,sadhu,religious paraphernalia,co_occurrence,both are part of the cultural experience
419542360,2016,Panchamrit Abhishek Pooja,architecture of the temple,co_occurrence,Both mentioned as part of the temple experience
419542360,2016,Bagmati River,Bhairav temple,description,Bagmati River flows behind the temple
419542360,2016,pandits,Panchamrit Abhishek Pooja,causal,Pandits perform the pooja
419542360,2016,architecture of the temple,sense of peace,causal,Beautiful architecture contributes to the sense of peace
723664589,2019,cremation ceremony,body being prepared,description,body being prepared is part of the cremation ceremony
723664589,2019,intimate rite,cremation ceremony,description,intimate rite describes the cremation ceremony
242124101,2014,cremations,banks of the river,co_occurrence,Cremations occur along the banks of the river
242124101,2014,holy men,photography,causal,Photography allowed for holy men for a fee
242124101,2014,Varanasi,sense of mortality,causal,Varanasi comparison evokes sense of mortality
369165680,2016,main temple,charge to visit,contrast,access restriction with entry fee
369165680,2016,guide,bargain on the price,causal,guides require bargaining
291461547,2015,Dharamshala,govt. subsidized,description,Dharamshala is govt. subsidized
291461547,2015,Dharamshala,walking distance,description,Dharamshala is walking distance from main temple
559604889,2018,art and architecture,ritual of life,co_occurrence,art and architecture experienced with ritual
559604889,2018,ritual of life,lovely music,co_occurrence,ritual accompanied by music
559604889,2018,lovely music,awareness,causal,music contributes to awareness
198591554,2014,Bouda Stupa,Hindu,co_occurrence,Both locations mentioned as part of a visit
198591554,2014,Hindu,Buddha,co_occurrence,Both religions mentioned together
737989372,2020,stray dogs,filthy,co_occurrence,Stray dogs contribute to the filthy environment
680068816,2019,Hindus,prayers to Lord Shiva,causal,Hindus perform the ritual of offering prayers
724599172,2019,900 years old temple,clean,description,The temple is described as well maintained and clean
241909999,2014,management,one day prior booking,contrast,management is excellent but booking is difficult
241909999,2014,abhishek,one day prior booking,causal,prior booking required for abhishek
179453124,2013,richly-ornamented pagoda,sacred lingam,description,pagoda houses the sacred lingam
179453124,2013,sacred lingam,Lord Shiva,description,lingam is a symbol of Lord Shiva
163335849,2013,cremate the body on the river bank,open cremation,co_occurrence,Both refer to cremation practices
163335849,2013,not keeped the place clean,$7 per person entrance fee,contrast,Complaints about cleanliness despite entrance fee
319445571,2015,cremation part,preparation of the bodies,description,cremation part includes preparation of the bodies
319445571,2015,spiritual place,cremation part,description,spiritual place refers to cremation part
319445571,2015,local guide,preparation of the bodies,causal,local guide explains the ritual
333070254,2015,partial damage,Hindu Temple,description,Damage described in relation to the temple
334539120,2015,bank of a low dirty river,human bodies go up in flames,co_occurrence,ritual occurs at the river bank
334539120,2015,human bodies go up in flames,strangely meditative and calming,contrast,ritual is both morbid and calming
334539120,2015,1000 rupee entry fee,monkeys,contrast,"entry fee is steep, monkeys are a problem"
634139392,2018,Dashera festival,amazed,co_occurrence,Festival and emotion experienced together
634139392,2018,amazed,Hindu pride,co_occurrence,Amazement and pride felt together
367161165,2016,earthquakes,temples,causal,earthquakes caused damage to temples
367161165,2016,Monkey Temples,monkeys,co_occurrence,monkeys are part of the Monkey Temples experience
379709948,2016,biggest crematorium,temple devoted to Hindu deity Shiva,co_occurrence,Both are key features of the temple
379709948,2016,beautiful sunset,fire dance ceremony,co_occurrence,Both occur during the evening visit
616303863,2018,Lord Shiva's temple,Beautiful temple,co_occurrence,Both refer to the temple
616303863,2018,blessed,prayers,causal,Feeling blessed due to making prayers
254761138,2015,holy Pashupati nath,world heritage site,description,Pashupati nath described as a world heritage site
734699927,2019,ongoing cremations,uncomfortable,causal,cremations caused discomfort
734699927,2019,guide,room to see how they handle the bodies,description,guide was leading to the room
146435170,2012,sadhus,public cremations,co_occurrence,sadhus and cremations occur together
146435170,2012,sadhu,penis yoga,causal,sadhu performs penis yoga
146435170,2012,younger men,tour guide,description,younger men want to be guides
146435170,2012,Pilgrims Bookstore,tour guide,contrast,bookstore as alternative to guides
653855242,2019,public cremation ceremony,locals,co_occurrence,locals perform the cremation ceremony
653855242,2019,public cremation ceremony,"sights, smell and activity",description,"ceremony involves sights, smell and activity"
653855242,2019,"sights, smell and activity",opens your eyes to the rest of the world,causal,"sights, smell and activity lead to eye-opening experience"
543274792,2017,aarti activity,Hindu devotees,co_occurrence,aarti activity with Hindu devotees
543274792,2017,aarti activity,cultural dance,co_occurrence,aarti activity with cultural dance
127856817,2012,cremations,immense corruption,co_occurrence,cremations and corruption occur in the same place
127856817,2012,guides,immense corruption,causal,guides contribute to the sense of corruption
127856817,2012,Saddhu's,guides,contrast,Saddhu's and guides both demand money but in different contexts
487257237,2017,amazing aura,carvings,co_occurrence,Both contribute to the spiritual atmosphere
487257237,2017,pandit's approaching you for puja,State Bank of Nepal,contrast,Contrast between unofficial and official puja options
487257237,2017,official puja,darshan of Bole Baba,causal,Official puja allows for longer darshan
1019883170,2025,Aarati,hindu culture and tradition,co_occurrence,Aarati ritual and fascination with culture are mentioned together
1019883170,2025,over crowded,bit dirty,co_occurrence,Crowding and dirtiness are mentioned together as problems
144596246,2012,peak season,peaceful,contrast,peaceful despite peak season
144596246,2012,souvenir sellers,leave you alone,causal,peaceful after sellers leave
538225453,2017,"1,000 rupee entrance fee",people asking for money,contrast,entrance fee contrasted with people asking for money
538225453,2017,burial ritual,temples,co_occurrence,burial ritual and temples mentioned together
538225453,2017,holy people posing for a picture,guide,contrast,holy people posing contrasted with need for guide
729598885,2019,cremation process,aari lights,contrast,"cremation process was a cultural experience, but aari lights were not interesting"
625291887,2018,decorative entrance doors,non-Hindu entry ban,contrast,Non-Hindus can see the doors but not enter
625291887,2018,guides,entrance fee,causal,Entrance fee questioned due to guide pressure
625291887,2018,burning ghats,sense of mortality,causal,Viewing the ghats prompts reflection on mortality
197609237,2014,monument,burning of dead people,co_occurrence,Both are part of the temple experience
197609237,2014,burning of dead people,search for money into the ashes,contrast,Ritual contrasted with problematic behavior
535376029,2017,1000 RS entry fee,non-Hindu entry ban,contrast,entry fee charged despite restricted access
535376029,2017,Sadhus,commerce,co_occurrence,Sadhus' behavior linked to commercial aspect
535376029,2017,cremations,special atmosphere,contrast,cremations contribute to special atmosphere despite commerce
462477188,2017,burning ghats,grief,contrast,beauty and grief coexist at the ghats
462477188,2017,Saddhus,cremation ceremony,co_occurrence,Saddhus witness the cremation ceremony
462477188,2017,Lingams/Yonis,Bagmati River,description,Lingams/Yonis located on the banks of the Bagmati River
740678428,2020,cremations,Bagmati river,co_occurrence,Cremations occur on the bank of the Bagmati river
740678428,2020,public cremation,non-Hindu entry ban,contrast,Non-Hindus can view cremations from a distance
585210748,2018,management,helpful people,co_occurrence,management and helpful people mentioned together
585210748,2018,management,security,co_occurrence,management and security mentioned together
158750406,2013,cremations,moving,causal,cremations caused a moving experience
158750406,2013,major attractions,boudanath stupa,contrast,comparison of attractions
980682742,2024,Bagmati River,cremation rituals,co_occurrence,cremation rituals occur on the riverbank
980682742,2024,intricate architecture,pagoda-style design,co_occurrence,architecture and design are part of the temple's features
980682742,2024,cremation rituals,humbling and deeply meaningful,description,cremation rituals are described as humbling and meaningful
980682742,2024,fragrance of incense,chanting prayers,co_occurrence,incense and prayers create the sacred atmosphere
980682742,2024,chanting prayers,peace and devotion,causal,chanting prayers contribute to the feeling of peace and devotion
631961849,2018,Bagmati River,cremation area,co_occurrence,Bagmati River is near the cremation area
631961849,2018,cremation area,funeral pyres,description,funeral pyres are part of the cremation area
631961849,2018,entrance fee for tourists,non-Hindu entry ban,contrast,tourists pay fee while non-Hindus cannot enter
195664314,2014,tourist guide,cremation,description,guide explained the cremation
195664314,2014,hospital,sense of mortality,causal,hospital location relates to sense of mortality
195664314,2014,toilet facility,entrance fee,contrast,toilet facility quality contrasts with entrance fee
163156097,2013,devotees,sadhus,co_occurrence,devotees and sadhus present at entrance
163156097,2013,nandhi statue,four faced siva,description,nandhi statue near main deity
163156097,2013,365 lingams,cremation site,co_occurrence,lingams and cremation site mentioned together
448203173,2017,cremation of the dead,cleansing of the bodies,co_occurrence,Both rituals observed together
448203173,2017,non-Hindu entry ban,raw experience,contrast,Non-entry contrasted with raw experience
714089531,2019,old Temple,structures,co_occurrence,Temple and structures mentioned together
519651018,2017,aarti,whole experience,co_occurrence,aarti is part of the whole experience
519651018,2017,unique grandeur,whole experience,description,unique grandeur contributes to the whole experience
308577276,2015,main temple premises,non-Hindu entry ban,description,entry restriction for non-Hindus
308577276,2015,Aarati,religious feeling,causal,Aarati evokes religious feeling
130612630,2012,funeral rite,strange feeling,co_occurrence,funeral rite evoked a strange feeling
130612630,2012,funeral rite,calm and comforting,co_occurrence,funeral rite was calm and comforting
130612630,2012,Western tourists,tank tops and shorts,description,Western tourists wearing inappropriate clothing
470267308,2017,river,cremation,co_occurrence,river and cremation mentioned together
470267308,2017,cremation,holy place,description,cremation described as part of the holy place
533537302,2017,ceremony,children in the river,co_occurrence,ceremony observed alongside children in the river
533537302,2017,holy men,ceremony,co_occurrence,holy men present during the ceremony
333967184,2015,cremations on the banks of the river,grief of the families,co_occurrence,Cremations occur alongside family grief
333967184,2015,monkeys,monkey pooh,causal,Monkeys cause monkey pooh
333967184,2015,guides and local 'holy men',cremations on the banks of the river,description,Guides encourage spectating cremations
341649565,2016,gold plated roof,silver on the floor,co_occurrence,Both are features of the main temple
341649565,2016,bank of river Bagmati,cremation of deceased bodies,causal,Cremation takes place at the river bank
341649565,2016,cremation of deceased bodies,holy river Bagmati,description,Cremation is described as occurring at the holy river
688363766,2019,peaceful vibe,serene solitude,contrast,peaceful vibe despite being flooded with devotees
688363766,2019,serene solitude,panchmukhi shivling,causal,serene solitude fed by energy from panchmukhi shivling
133414985,2012,crowded,small line,contrast,Expected crowd but experienced small line
133414985,2012,sculptures,peace of mind,co_occurrence,Sculptures and peace experienced together
118073603,2011,only Hindu's are allowed,Non-Hindu Tourists can view it from outside only,contrast,"Hindus can enter, non-Hindus cannot"
245347671,2014,cremation,river,co_occurrence,cremation occurs near the river
245347671,2014,cremation,steps,co_occurrence,cremation can be viewed from the steps
148923870,2013,cremation ceremony,Bagmati River,co_occurrence,ceremony viewed from across the river
148923870,2013,filthy river,Bagmati River,description,river described as filthy
148923870,2013,guide,cremation ceremony,description,guide describing the ceremony
148923870,2013,tourist attraction,cremation ceremony,contrast,ceremony as a tourist attraction
148923870,2013,monkeys,cremation ceremony,contrast,monkeys distract from ceremony
148923870,2013,insight into another culture,cremation ceremony,causal,ceremony provides cultural insight
223865168,2014,crematoria,burning bodies,co_occurrence,Crematoria and burning bodies are part of the same experience
223865168,2014,crematoria,sense of mortality,causal,Crematoria evokes a sense of mortality
175750768,2013,Sadhus,bless you,causal,Sadhus bless you
562657619,2018,1000rupees,non hindus are not allowed,contrast,cost vs access restriction
562657619,2018,pamphlet,non hindus are not allowed,contrast,information vs access restriction
562657619,2018,cremations,non hindus are not allowed,co_occurrence,cremations near restricted area
231030244,2014,cremation ceremony,sense of mortality,co_occurrence,cremation ceremony evokes sense of mortality
231030244,2014,monkeys,Hindu Temple,contrast,aggressive monkeys contrast with sacred space
231030244,2014,Ghats,spiritual connection,causal,walking through Ghats leads to spiritual connection
574365686,2018,Aarathi ritual,public cremations,co_occurrence,Aarathi ritual and cremations happening simultaneously
574365686,2018,local guide,activity,description,guide described the activity
382465628,2016,priest from south India,divine touch and calmness,co_occurrence,Presence of priests contributes to spiritual atmosphere
382465628,2016,flowing river,ritual/ last rite,description,Rituals performed at the river
382465628,2016,ritual/ last rite,monkeys,contrast,Rituals contrasted with monkey problem
738049230,2020,holy place for Hindu,Lord Pashupatinath,description,Lord Pashupatinath is associated with the holy place
738049230,2020,temple is very clean,managed well,co_occurrence,cleanliness and management are mentioned together
394749225,2016,pigeons near temple,stores outside temple,causal,pigeons are fed with food from stores
394749225,2016,pooja aari,photography not allowed,contrast,ritual can be attended but photography is restricted
383640347,2016,Hindu devotees,other communities,contrast,Different access for Hindu devotees and others
436534527,2016,Shivaratri,Diwali,contrast,different festivals mentioned
436534527,2016,inner temple,non-Hindus,causal,access restriction due to cultural rule
436534527,2016,terrace on the wooded hill,inner temple,description,view of the complex from the terrace
577320070,2018,death rituals,people waiting with their relative's dead body,co_occurrence,death rituals involve people waiting with dead bodies
568006368,2018,rituals surrounding death,Bagmati River,co_occurrence,rituals occur along the Bagmati River
568006368,2018,dead bodies,women wailing,co_occurrence,dead bodies and women wailing occur together
568006368,2018,women wailing,strong smells,co_occurrence,women wailing and strong smells occur together
552637674,2018,cremation ceremony,ashes in the river,causal,cremation leads to ashes in the river
552637674,2018,chinese intrude,non-Hindu entry ban,contrast,intrusion contrasts with entry ban
552637674,2018,yogis or sadhus,asking for American money,contrast,sadhus asking for money contrasts with spiritual expectations
142404691,2012,jyotirlinga of Lord Shiva,sad state,contrast,sacred object in poor condition
142404691,2012,river baghmati,cremation ghat,co_occurrence,both are sacred spaces at the back
130991177,2012,Sadhu,colored faces,description,Sadhu have colored faces
130991177,2012,Sadhu,blessings,causal,Sadhu give blessings
130991177,2012,Sadhu,markets of Kathmandu in Thamel,co_occurrence,Sadhu seen in Thamel markets
253383255,2015,divine experience,great peace,co_occurrence,Both emotions felt during the visit
521581477,2017,public transport,taxi,contrast,"public transport is cheap, taxi is expensive"
577515574,2018,Hindu cremation process,ash is washed away to the river,causal,cremation process involves ash being washed away to the river
577515574,2018,entry fee,non-Hindu entry ban,contrast,entry fee applies to non-Hindus who cannot access the temple complex
613019119,2018,Shiv,darshan,co_occurrence,Shiv is part of the darshan
613019119,2018,main temple,Hindu style of construction,description,main temple reflects Hindu style of construction
448550825,2017,open cremation,culture shock,causal,cremation caused culture shock
448550825,2017,Sadhus,smoking marijuana,description,Sadhus were smoking marijuana
473374359,2017,entrance fee for foreigners,other stupas,contrast,high fee compared to free stupas
473374359,2017,entrance fee for foreigners,little fee (250R),contrast,high fee compared to little fee
574923359,2018,"1,000 rupees per foreigner",foreigners with a paid ticket,causal,entry fee allows queue avoidance
574923359,2018,funerals and cremations,sense of mortality,causal,funerals evoke sense of mortality
574923359,2018,viewing areas,stupas,co_occurrence,both are part of the exploration
208315844,2014,funeral fires,body draped in orange,co_occurrence,funeral fires and body together
208315844,2014,holy men,offerings,description,holy men with offerings
468496414,2017,shrine bank,satisfaction,causal,paying through shrine bank gave satisfaction
623563726,2018,giant brushabha brass statue,architecture,description,statue is part of the architecture
623563726,2018,photography not allowed,devotees,contrast,cultural rule affects tourists more than devotees
221830521,2014,richly-ornamented pagoda,sacred linga,description,pagoda houses the sacred linga
221830521,2014,Bagmati River,cremation,co_occurrence,cremation takes place at the bank of the river
221830521,2014,devotees,Bagmati River,co_occurrence,devotees take ritual dips in the river
139536242,2012,cremation,river,co_occurrence,cremation viewed from across the river
139536242,2012,tour guide,cremation,causal,guide facilitated witnessing the cremation
139536242,2012,devotees,cremation,contrast,"cremation is public, temple entry is restricted to devotees"
442560385,2016,earthquake damage,reconstruction,causal,damage led to reconstruction
442560385,2016,temple premises,filthy place,description,temple premises described as filthy
442560385,2016,guides,asking for money,causal,guides asking for money
516976732,2017,cremation ghat,rotten flowers,co_occurrence,cremation ghat is near the filthy area
516976732,2017,rotten flowers,stench,co_occurrence,rotten flowers contribute to the stench
681479564,2019,dead people burn,sad moments,co_occurrence,Cremation ceremony described as sad moments
151133015,2013,the River,filthy river,contrast,sacred space contrasted with pollution
151133015,2013,guide,fascination,causal,guide contributed to fascination
151133015,2013,filthy river,children trawling the river,co_occurrence,both issues related to the river
151133015,2013,chanting mourners,Crematoria,co_occurrence,rituals occur near cremation site
287998090,2015,monkeys,fake religious people,co_occurrence,both are issues to be aware of
287998090,2015,cremations,ash into the river,causal,ashes are dusted into the river after cremation
287998090,2015,fake religious people,traditional outfits,description,fake religious people wear traditional outfits
512614508,2017,Nepali women,special festival,co_occurrence,Nepali women celebrating a festival
512614508,2017,crowdy,happy,contrast,Crowdiness contrasted with happiness
629840625,2018,Temple complex,evening Aarti,co_occurrence,Aarti takes place at the temple complex
629840625,2018,SHIV temple,revered,description,The temple is described as revered
481270959,2017,New Year's Day,pilgrims,co_occurrence,New Year's Day is packed with pilgrims
481270959,2017,difficult to enter,pilgrims,causal,difficulty due to pilgrims
168848347,2013,carving,rive side,contrast,contrast between carving and access to river side
168848347,2013,rive side,crimination,co_occurrence,river side is location for crimination
168848347,2013,hindus only,rive side,description,access restriction to river side
597804547,2018,aarti,bodies prepared for cremation,co_occurrence,Both aarti and cremation mentioned as significant experiences
597804547,2018,monkeys,Non Hindus can't go in the main temple,contrast,"Monkeys are accessible, main temple is not for non-Hindus"
488932800,2017,Funerals,amazing culture,description,Funerals as a window to culture
284126652,2015,pagoda style hindu architecture,lingam with face deity,co_occurrence,both are features of the temple
284126652,2015,photography is prohibited,pagoda style hindu architecture,description,rule related to the main temple area
284126652,2015,sense of spiritual connection,lingam with face deity,causal,spiritual connection related to past healing experience
122799783,2012,Durbar square,Boudhanath temple,co_occurrence,Both are mentioned as part of a day's excursion
329193694,2015,main temple,Bagmati River,co_occurrence,main temple and Bagmati River are part of the same site
329193694,2015,Bagmati River,polluted,contrast,Bagmati River is sacred but polluted
329193694,2015,linga,non-Hindu entry ban,causal,linga worship restricted by non-Hindu entry ban
329193694,2015,ghats,cremations,co_occurrence,cremations occur on the ghats
329193694,2015,nursing home,sense of mortality,causal,nursing home practices relate to sense of mortality
120943746,2011,architecture,religious fervour,co_occurrence,architecture and religious fervour mentioned together
120943746,2011,religious fervour,aura of lord shiva,co_occurrence,religious fervour and aura of lord shiva mentioned together
132139865,2012,local pandits,gold and silver work,contrast,trouble with pandits contrasts with unique temple features
132139865,2012,gold and silver work,Hindu saints,co_occurrence,gold and silver work and Hindu saints both contribute to uniqueness
132139865,2012,Hindu saints,holy Bhagmati river,description,saints are present at the sacred river
357393559,2016,polluted river,cremation ceremony,co_occurrence,cremation by the polluted river
357393559,2016,non-Hindu entry ban,"Rs.1,000 fee",contrast,entry ban vs. high fee
357393559,2016,funeral,voyeuristic feeling,causal,funeral causes voyeuristic feeling
357393559,2016,tourist predators,red dot,description,tourist predators use red dot
